0118,   -0.53,   -2.35,   2.58 ,   0.34 
0119,   1.44 ,   -2.35,   1.0  ,   0.33 
0120,   -1.98,   3.08 ,   -1.62,   0.65 
0121,   0.7  ,   -2.24,   1.3  ,   0.66 
0122,   -2.18,   4.94 ,   -2.65,   0.68 
0123,   -3.37,   4.39 ,   -0.96,   0.55 
0124,   2.27 ,   -4.41,   1.79 ,   0.7  
0125,   0.54 ,   1.55 ,   -1.82,   0.71 
0126,   -1.25,   0.69 ,   1.33 ,   0.03 
0127,   4.1  ,   -4.64,   1.0  ,   0.31 
0128,   -1.18,   0.86 ,   0.98 ,   0.04 
0129,   2.44 ,   -2.37,   0.46 ,   0.46 
0130,   -1.25,   4.18 ,   -3.01,   0.74 
0131,   -1.13,   0.93 ,   0.59 ,   0.45 
0132,   -1.78,   0.25 ,   1.4  ,   0.42 
0133,   1.07 ,   -0.86,   -0.19,   0.95 
0134,   -2.67,   1.34 ,   1.42 ,   0.11 
0135,   2.15 ,   -2.61,   1.35 ,   0.01 
0136,   -0.99,   -1.68,   2.63 ,   0.06 
0137,   -1.34,   3.78 ,   -2.25,   0.44 
0138,   -2.45,   2.15 ,   0.75 ,   0.02 
0139,   0.57 ,   -1.53,   1.88 ,   0.02 
0140,   -2.06,   4.55 ,   -2.73,   0.87 
0141,   2.2  ,   -1.67,   -0.58,   0.89 
0142,   1.45 ,   -2.7 ,   1.67 ,   0.58 
0143,   2.81 ,   -2.94,   -0.03,   0.85 
0144,   -2.18,   2.57 ,   -1.01,   0.74 
0145,   -0.91,   3.51 ,   -2.29,   0.45 
0146,   0.15 ,   -0.07,   -0.04,   0.45 
0147,   0.77 ,   -2.71,   1.33 ,   0.72 
0148,   2.63 ,   -3.07,   0.44 ,   0.93 
0149,   -0.66,   2.19 ,   -0.81,   0.19 
0150,   -0.07,   1.5  ,   -1.54,   0.91 
0151,   -1.37,   4.98 ,   -3.86,   0.88 
0152,   -1.65,   1.89 ,   -0.8 ,   0.74 
0153,   0.65 ,   -1.78,   1.59 ,   0.07 
0154,   3.65 ,   -3.97,   0.6  ,   0.62 
0155,   0.98 ,   1.03 ,   -2.3 ,   0.9  
0156,   -0.35,   3.34 ,   -3.05,   0.85 
0157,   -1.23,   2.31 ,   -0.69,   0.38 
0158,   -0.61,   1.33 ,   -0.82,   0.39 
0159,   0.46 ,   1.09 ,   -1.31,   0.65 
0160,   1.23 ,   -0.94,   -0.11,   0.82 
0161,   -0.94,   1.87 ,   -0.14,   0.11 
0162,   2.0  ,   -2.69,   0.57 ,   0.63 
0163,   0.11 ,   -2.71,   2.79 ,   0.1  
0164,   1.39 ,   -4.02,   2.74 ,   0.24 
0165,   -3.44,   2.33 ,   0.81 ,   0.34 
0166,   -0.29,   -0.58,   0.62 ,   0.41 
0167,   -2.74,   3.88 ,   -0.48,   0.08 
0168,   -1.11,   2.84 ,   -1.94,   0.89 
0169,   -1.21,   3.52 ,   -2.73,   0.9  
0170,   0.81 ,   -4.27,   3.44 ,   0.03 
0171,   -2.25,   3.51 ,   -0.39,   0.09 
0172,   0.76 ,   -1.37,   0.3  ,   0.95 
0173,   1.94 ,   -3.53,   1.72 ,   0.35 
0174,   -1.67,   1.26 ,   0.8  ,   0.08 
0175,   -3.03,   2.94 ,   0.52 ,   0.01 
0176,   2.64 ,   -2.29,   -0.93,   0.91 
0177,   -1.83,   3.45 ,   -1.69,   0.77 
0178,   1.5  ,   -3.84,   2.24 ,   0.27 
0179,   3.78 ,   -4.62,   1.09 ,   0.69 
0180,   0.36 ,   0.88 ,   -1.67,   0.82 
0181,   -1.21,   2.14 ,   -1.2 ,   0.46 
0182,   -1.17,   2.35 ,   -1.07,   0.34 
0183,   1.31 ,   -0.94,   -0.76,   0.76 
0184,   2.22 ,   -3.48,   0.48 ,   0.92 
0185,   2.56 ,   -4.65,   2.17 ,   0.67 
0186,   2.14 ,   -2.0 ,   -0.03,   0.89 
0187,   2.76 ,   -4.82,   1.86 ,   0.39 
0188,   -3.15,   3.54 ,   -0.39,   0.1  
0189,   1.37 ,   -0.53,   -0.54,   0.6  
0190,   -0.14,   3.13 ,   -2.58,   0.57 
0191,   -2.93,   3.28 ,   -0.26,   0.26 
0192,   1.94 ,   -1.93,   -0.35,   0.63 
0193,   0.86 ,   -0.93,   0.68 ,   0.14 
0194,   -3.14,   4.76 ,   -1.09,   0.39 
0195,   2.3  ,   -4.72,   2.58 ,   0.04 
0196,   -2.77,   4.57 ,   -1.8 ,   0.82 
0197,   1.78 ,   -1.78,   -0.46,   0.77 
0198,   -1.04,   -0.34,   1.37 ,   0.38 
0199,   -2.94,   4.58 ,   -1.85,   0.37 
0200,   2.31 ,   -4.82,   2.46 ,   0.11 
0201,   -0.22,   -0.35,   0.49 ,   0.49 
0202,   -0.64,   -0.46,   1.32 ,   0.0  
0203,   0.19 ,   2.43 ,   -2.49,   0.7  
0204,   0.15 ,   -2.35,   2.51 ,   0.07 
0205,   2.08 ,   -2.7 ,   0.89 ,   0.3  
0206,   -2.73,   4.31 ,   -1.86,   0.42 
0207,   -0.71,   -0.87,   1.22 ,   0.45 
0208,   0.04 ,   -0.61,   0.48 ,   0.22 
0209,   3.48 ,   -4.14,   0.44 ,   0.98 
0210,   1.69 ,   -1.98,   0.7  ,   0.51 
0211,   1.54 ,   -3.34,   1.77 ,   0.35 
0212,   -2.24,   2.09 ,   0.45 ,   0.42 
0213,   0.4  ,   2.01 ,   -2.48,   0.74 
0214,   0.95 ,   -0.39,   -0.13,   0.52 
0215,   -0.3 ,   -0.6 ,   0.98 ,   0.43 
0216,   1.84 ,   -3.43,   0.9  ,   0.81 
0217,   0.37 ,   -0.91,   0.29 ,   0.45 
0218,   1.56 ,   -3.14,   1.08 ,   0.67 
0219,   0.72 ,   -2.04,   1.05 ,   0.45 
0220,   1.31 ,   -1.7 ,   0.31 ,   0.18 
0221,   1.34 ,   -3.63,   3.04 ,   0.18 
0222,   -1.31,   -0.05,   1.91 ,   0.11 
0223,   3.26 ,   -4.72,   1.37 ,   0.27 
0224,   -1.78,   2.29 ,   -0.39,   0.71 
0225,   -2.97,   3.81 ,   -0.2 ,   0.17 
0226,   2.34 ,   -2.88,   -0.27,   0.97 
0227,   1.65 ,   -2.35,   1.08 ,   0.01 
0228,   1.47 ,   -2.28,   0.68 ,   0.24 
0229,   2.11 ,   0.58 ,   -2.64,   0.98 
0230,   -4.5 ,   3.64 ,   0.63 ,   0.26 
0231,   0.19 ,   -0.76,   0.44 ,   0.83 
0232,   -3.53,   4.98 ,   -1.41,   0.34 
0233,   -1.27,   2.89 ,   -1.88,   0.64 
0234,   2.47 ,   -2.02,   -0.18,   0.6  
0235,   0.11 ,   0.86 ,   -0.22,   0.15 
0236,   2.05 ,   -2.87,   0.87 ,   0.41 
0237,   -0.51,   1.52 ,   -0.91,   0.8  
0238,   1.85 ,   -0.02,   -1.4 ,   0.49 
0239,   -2.86,   2.45 ,   -0.43,   0.93 
0240,   -4.82,   4.84 ,   -0.21,   0.35 
0241,   -2.14,   0.37 ,   1.27 ,   0.53 
0242,   -0.27,   1.35 ,   -1.18,   0.78 
0243,   -0.77,   2.03 ,   -1.34,   0.44 
0244,   -0.46,   2.27 ,   -2.28,   0.83 
0245,   -1.46,   3.19 ,   -1.97,   0.41 
0246,   3.44 ,   -4.49,   1.24 ,   0.69 
0247,   -0.79,   0.09 ,   0.17 ,   0.69 
0248,   2.64 ,   -4.83,   1.65 ,   0.57 
0249,   2.16 ,   -3.09,   1.07 ,   0.64 
0250,   3.07 ,   -4.92,   1.98 ,   0.75 
0251,   -0.27,   -1.32,   2.05 ,   0.28 
0252,   -2.01,   3.27 ,   -1.39,   0.24 
0253,   3.57 ,   -5.0 ,   1.25 ,   0.64 
0254,   -1.39,   3.12 ,   -2.18,   0.64 
0255,   -1.0 ,   3.21 ,   -2.29,   0.97 
0256,   2.02 ,   -4.22,   1.81 ,   0.73 
0257,   1.58 ,   -2.83,   0.35 ,   0.97 
0258,   -0.83,   0.82 ,   -0.05,   0.77 
0259,   -1.97,   0.75 ,   0.58 ,   0.75 
0260,   -0.21,   3.21 ,   -3.33,   0.98 
0261,   -1.32,   1.19 ,   0.9  ,   0.15 
0262,   2.78 ,   -2.31,   -0.09,   0.6  
0263,   0.43 ,   -2.07,   2.23 ,   0.16 
0264,   -1.36,   0.66 ,   1.29 ,   0.09 
0265,   0.64 ,   0.48 ,   -1.32,   0.57 
0266,   -4.06,   4.22 ,   -0.35,   0.52 
0267,   -0.65,   1.62 ,   -1.1 ,   0.41 
0268,   1.32 ,   -1.51,   0.12 ,   0.34 
0269,   -0.78,   0.27 ,   0.6  ,   0.37 
0270,   2.39 ,   -1.76,   -0.7 ,   0.89 
0271,   -0.13,   0.33 ,   -0.24,   0.15 
0272,   -1.05,   2.73 ,   -1.89,   0.48 
0273,   1.88 ,   -2.71,   0.22 ,   0.88 
0274,   -1.76,   1.55 ,   0.32 ,   0.42 
0275,   2.07 ,   -4.16,   2.28 ,   0.53 
0276,   -1.64,   4.23 ,   -2.77,   0.8  
0277,   -1.82,   2.42 ,   -0.27,   0.11 
0278,   0.85 ,   -1.97,   1.53 ,   0.17 
0279,   1.32 ,   0.07 ,   -1.88,   0.84 
0280,   -1.06,   1.06 ,   0.12 ,   0.6  
0281,   -3.48,   2.14 ,   1.3  ,   0.08 
0282,   -1.79,   1.01 ,   0.62 ,   0.43 
0283,   -2.45,   1.59 ,   0.93 ,   0.34 
0284,   -2.44,   0.43 ,   1.82 ,   0.22 
0285,   3.76 ,   -4.14,   0.38 ,   0.83 
0286,   -0.26,   3.09 ,   -2.8 ,   0.74 
0287,   1.37 ,   -1.54,   0.24 ,   0.65 
0288,   1.29 ,   -3.64,   2.1  ,   0.61 
0289,   -1.31,   4.55 ,   -3.14,   0.82 
0290,   1.02 ,   -2.41,   2.17 ,   0.11 
0291,   1.71 ,   -3.49,   2.41 ,   0.1  
0292,   1.68 ,   -2.29,   0.67 ,   0.69 
0293,   -1.98,   3.72 ,   -2.2 ,   1.0  
0294,   -1.18,   3.16 ,   -1.49,   0.44 
0295,   -0.0 ,   -2.63,   3.07 ,   0.09 
0296,   -0.65,   1.25 ,   -0.54,   0.16 
0297,   -2.85,   3.44 ,   -0.45,   0.45 
0298,   -0.78,   1.35 ,   -0.08,   0.32 
0299,   3.11 ,   -4.95,   1.6  ,   0.61 
0300,   -1.95,   4.23 ,   -2.35,   0.52 
0301,   -0.74,   4.13 ,   -3.37,   0.79 
0302,   -2.6 ,   3.2  ,   -0.69,   0.4  
0303,   -1.59,   2.65 ,   -1.11,   0.25 
0304,   2.37 ,   -4.41,   2.56 ,   0.07 
0305,   -1.38,   1.48 ,   0.67 ,   0.16 
0306,   1.81 ,   -2.83,   0.61 ,   0.95 
0307,   3.44 ,   -3.88,   0.81 ,   0.55 
0308,   -1.67,   3.07 ,   -1.55,   0.3  
0309,   2.96 ,   -3.26,   1.09 ,   0.15 
0310,   1.63 ,   -3.53,   2.23 ,   0.25 
0311,   0.24 ,   -1.08,   1.19 ,   0.3  
0312,   -2.09,   2.69 ,   -0.69,   0.42 
0313,   1.28 ,   -2.79,   1.99 ,   0.15 
0314,   1.87 ,   0.45 ,   -2.32,   0.98 
0315,   -1.91,   2.37 ,   -0.6 ,   0.84 
0316,   -1.45,   4.43 ,   -3.31,   0.99 
0317,   0.52 ,   -1.23,   0.51 ,   0.69 
0318,   0.99 ,   -0.26,   -0.91,   0.52 
0319,   3.64 ,   -4.85,   0.56 ,   0.95 
0320,   3.39 ,   -4.33,   1.81 ,   0.09 
0321,   0.09 ,   1.06 ,   -1.48,   0.96 
0322,   0.92 ,   -3.77,   2.92 ,   0.09 
0323,   -3.27,   4.78 ,   -2.29,   0.93 
0324,   -1.78,   2.5  ,   -0.93,   0.46 
0325,   1.1  ,   -1.54,   -0.11,   0.84 
0326,   -2.14,   2.98 ,   -0.88,   0.5  
0327,   0.64 ,   -0.76,   -0.41,   0.57 
0328,   -1.09,   0.67 ,   0.42 ,   0.16 
0329,   2.32 ,   -1.01,   -1.53,   0.93 
0330,   -0.24,   0.65 ,   0.29 ,   0.17 
0331,   0.68 ,   1.28 ,   -2.15,   0.81 
0332,   -1.15,   0.61 ,   -0.12,   0.97 
0333,   1.19 ,   -1.96,   1.0  ,   0.73 
0334,   0.81 ,   0.66 ,   -1.8 ,   0.94 
0335,   -1.6 ,   1.14 ,   1.31 ,   0.01 
0336,   -2.12,   4.39 ,   -2.32,   0.64 
0337,   3.41 ,   -1.93,   -1.3 ,   0.85 
0338,   3.19 ,   -4.33,   1.45 ,   0.68 
0339,   1.57 ,   -0.98,   -0.04,   0.31 
0340,   1.45 ,   -0.88,   -0.22,   0.2  
0341,   -1.18,   3.43 ,   -2.36,   0.49 
0342,   -3.88,   3.67 ,   -0.08,   0.35 
0343,   4.08 ,   -4.63,   0.76 ,   0.79 
0344,   -1.33,   3.89 ,   -2.63,   0.85 
0345,   -1.1 ,   2.61 ,   -1.29,   0.36 
0346,   -2.44,   2.93 ,   -0.16,   0.05 
0347,   -0.7 ,   2.3  ,   -1.6 ,   0.45 
0348,   4.49 ,   -4.82,   0.93 ,   0.28 
0349,   0.29 ,   -0.75,   0.86 ,   0.27 
0350,   -4.14,   3.97 ,   0.36 ,   0.02 
0351,   -1.83,   1.78 ,   -0.12,   0.6  
0352,   -1.34,   0.33 ,   1.35 ,   0.25 
0353,   -1.96,   3.38 ,   -1.44,   0.28 
0354,   2.01 ,   -4.29,   2.62 ,   0.23 
0355,   0.85 ,   -0.48,   -0.68,   0.94 
0356,   -0.66,   0.68 ,   0.49 ,   0.3  
0357,   1.28 ,   -0.44,   -1.19,   0.66 
0358,   0.14 ,   2.69 ,   -2.86,   0.96 
0359,   0.5  ,   -2.75,   1.95 ,   0.31 
0360,   -1.52,   2.92 ,   -1.22,   0.64 
0361,   -1.23,   2.95 ,   -1.97,   0.97 
0362,   2.64 ,   -4.01,   1.24 ,   0.7  
0363,   -1.73,   2.78 ,   -1.35,   0.76 
0364,   -0.55,   -0.31,   0.8  ,   0.61 
0365,   -2.42,   1.56 ,   0.97 ,   0.0  
0366,   -1.67,   3.21 ,   -2.04,   0.73 
0367,   1.16 ,   -0.43,   -0.89,   0.45 
0368,   1.69 ,   -1.46,   -0.35,   0.52 
0369,   -0.36,   2.54 ,   -2.57,   0.94 
0370,   -0.45,   -0.96,   0.97 ,   0.56 
0371,   2.23 ,   -1.7 ,   -1.06,   0.88 
0372,   -2.63,   4.84 ,   -2.55,   0.59 
0373,   2.02 ,   -1.74,   0.59 ,   0.15 
0374,   -0.01,   0.89 ,   -1.17,   0.9  
0375,   -1.4 ,   0.94 ,   0.46 ,   0.56 
0376,   -0.62,   0.26 ,   -0.31,   0.89 
0377,   -1.69,   3.27 ,   -1.6 ,   0.83 
0378,   -2.39,   2.6  ,   -0.26,   0.09 
0379,   -0.1 ,   1.47 ,   -2.18,   1.0  
0380,   -1.41,   2.28 ,   -1.2 ,   0.46 
0381,   3.62 ,   -3.12,   -0.14,   0.46 
0382,   -2.3 ,   2.55 ,   0.06 ,   0.14 
0383,   -0.31,   3.68 ,   -3.36,   0.8  
0384,   2.21 ,   -2.96,   0.96 ,   0.23 
0385,   -3.2 ,   1.71 ,   1.24 ,   0.32 
0386,   -2.3 ,   4.03 ,   -2.62,   0.95 
0387,   0.68 ,   1.38 ,   -2.07,   0.93 
0388,   -1.28,   2.19 ,   -0.55,   0.1  
0389,   -1.21,   2.24 ,   -0.56,   0.52 
0390,   -0.63,   1.47 ,   -0.31,   0.17 
0391,   2.06 ,   -2.46,   -0.14,   0.77 
0392,   0.47 ,   -0.47,   -0.53,   0.75 
0393,   1.3  ,   0.55 ,   -2.21,   0.86 
0394,   0.94 ,   -2.44,   1.0  ,   0.66 
0395,   -2.75,   4.24 ,   -1.18,   0.19 
0396,   2.73 ,   -2.31,   0.19 ,   0.31 
0397,   -1.93,   3.46 ,   -1.25,   0.22 
0398,   3.78 ,   -3.18,   -0.65,   0.98 
0399,   0.03 ,   -0.37,   0.18 ,   0.94 
0400,   -3.82,   4.63 ,   -0.93,   0.52 
0401,   1.2  ,   -4.36,   3.66 ,   0.1  
0402,   2.03 ,   -2.51,   0.59 ,   0.16 
0403,   1.52 ,   -2.03,   0.15 ,   0.54 
0404,   0.74 ,   -3.47,   3.03 ,   0.25 
0405,   -1.65,   3.32 ,   -2.18,   0.95 
0406,   0.48 ,   -2.56,   2.27 ,   0.08 
0407,   1.88 ,   -3.67,   1.31 ,   0.55 
0408,   -2.17,   1.67 ,   0.18 ,   0.4  
0409,   -1.11,   1.05 ,   0.18 ,   0.31 
0410,   -1.52,   3.36 ,   -1.8 ,   0.94 
0411,   1.86 ,   -2.41,   0.33 ,   0.59 
0412,   2.82 ,   -3.25,   0.87 ,   0.09 
0413,   1.34 ,   -2.4 ,   1.4  ,   0.23 
0414,   1.36 ,   -3.4 ,   2.28 ,   0.45 
0415,   -0.74,   1.99 ,   -0.7 ,   0.3  
0416,   -2.0 ,   0.42 ,   1.46 ,   0.18 
0417,   -3.62,   4.25 ,   -0.84,   0.42 
0418,   0.66 ,   0.03 ,   -0.58,   0.29 
0419,   -3.67,   3.48 ,   -0.2 ,   0.58 
0420,   -1.24,   1.14 ,   -0.02,   0.65 
0421,   2.08 ,   -4.11,   2.17 ,   0.51 
0422,   1.38 ,   -1.75,   0.92 ,   0.38 
0423,   1.22 ,   -4.06,   2.52 ,   0.52 
0424,   0.4  ,   -1.16,   0.55 ,   0.22 
0425,   -2.28,   2.7  ,   -0.85,   0.62 
0426,   -1.51,   3.28 ,   -2.54,   0.86 
0427,   -1.03,   1.31 ,   -0.07,   0.59 
0428,   -0.16,   0.91 ,   -0.52,   0.41 
0429,   1.69 ,   -1.3 ,   -0.08,   0.66 
0430,   -1.86,   4.45 ,   -2.69,   0.52 
0431,   -1.76,   2.95 ,   -2.02,   0.99 
0432,   1.79 ,   -4.98,   3.0  ,   0.23 
0433,   -0.56,   1.18 ,   -1.14,   0.87 
0434,   2.23 ,   -1.37,   -0.88,   0.55 
0435,   0.69 ,   -1.72,   1.61 ,   0.01 
0436,   -0.18,   2.35 ,   -1.91,   0.64 
0437,   0.93 ,   1.6  ,   -2.57,   0.82 
0438,   -1.49,   2.58 ,   -1.41,   0.43 
0439,   2.18 ,   -3.33,   0.74 ,   0.84 
0440,   2.2  ,   -1.74,   -0.97,   0.97 
0441,   -1.34,   3.21 ,   -1.68,   0.34 
0442,   -0.85,   -1.84,   2.72 ,   0.06 
0443,   -2.39,   3.75 ,   -1.56,   0.26 
0444,   -3.62,   3.39 ,   -0.38,   0.61 
0445,   -1.61,   1.82 ,   -0.07,   0.27 
0446,   2.25 ,   -4.86,   2.29 ,   0.56 
0447,   1.7  ,   -2.38,   0.64 ,   0.21 
0448,   1.43 ,   -1.27,   -0.12,   0.72 
0449,   -0.44,   0.11 ,   -0.17,   0.82 
0450,   -2.22,   4.31 ,   -1.68,   0.5  
0451,   1.54 ,   -2.65,   0.72 ,   0.41 
0452,   1.88 ,   -2.85,   0.42 ,   0.68 
0453,   0.66 ,   -0.71,   0.59 ,   0.11 
0454,   0.08 ,   2.41 ,   -2.4 ,   0.81 
0455,   -1.77,   2.08 ,   -0.79,   0.48 
0456,   -0.12,   1.01 ,   -1.09,   0.38 
0457,   2.28 ,   -1.71,   -1.08,   0.95 
0458,   2.51 ,   -4.93,   2.11 ,   0.67 
0459,   2.78 ,   -4.51,   1.31 ,   0.71 
0460,   1.22 ,   -3.05,   2.47 ,   0.16 
0461,   -2.1 ,   3.54 ,   -1.84,   0.76 
0462,   -2.18,   4.83 ,   -2.38,   0.36 
0463,   -2.32,   1.97 ,   0.68 ,   0.28 
0464,   -4.36,   3.95 ,   0.01 ,   0.51 
0465,   1.79 ,   -3.22,   2.1  ,   0.3  
0466,   3.78 ,   -4.5 ,   0.53 ,   0.87 
0467,   -1.3 ,   1.84 ,   -0.24,   0.5  
0468,   2.42 ,   -3.3 ,   0.99 ,   0.69 
0469,   -3.16,   3.15 ,   -0.01,   0.29 
0470,   1.3  ,   -3.16,   1.29 ,   0.65 
0471,   3.22 ,   -3.44,   0.71 ,   0.36 
0472,   1.4  ,   -0.17,   -0.77,   0.26 
0473,   0.65 ,   -1.47,   1.31 ,   0.24 
0474,   -3.63,   2.73 ,   0.9  ,   0.04 
0475,   -0.43,   0.73 ,   -0.47,   0.44 
0476,   -4.44,   4.37 ,   -0.38,   0.61 
0477,   -1.64,   1.91 ,   0.39 ,   0.01 
0478,   -2.55,   3.01 ,   -1.01,   0.85 
0479,   0.13 ,   -0.94,   1.49 ,   0.03 
0480,   -3.29,   4.5  ,   -1.08,   0.65 
0481,   0.84 ,   -1.85,   1.52 ,   0.49 
0482,   -1.7 ,   3.4  ,   -2.03,   0.74 
0483,   -2.43,   3.02 ,   -0.58,   0.29 
0484,   1.19 ,   -2.85,   2.16 ,   0.41 
0485,   1.51 ,   -1.98,   1.39 ,   0.08 
